City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
203,ambon,-3.6954,128.1814,27.71,95,40,3.6,ID,1712352294
204,putnam,36.1667,-85.65,9.08,64,100,3.09,US,1712352010
205,labasa,-16.4167,179.3833,26.69,84,78,2.89,FJ,1712352295
206,isangel,-19.55,169.2667,28.06,78,40,0.0,VU,1712352168
207,titabar,26.6,94.2,20.89,89,26,2.31,IN,1712352295
208,pacific grove,36.6177,-121.9166,14.45,66,40,7.72,US,1712352254
209,sakaiminato,35.55,133.2333,5.96,100,75,2.57,JP,1712352296
210,vernon,50.2581,-119.2691,12.34,59,100,3.13,CA,1712352192
211,villa gesell,-37.2639,-56.973,19.47,65,0,8.04,AR,1712352001
212,westport,41.1415,-73.3579,10.05,49,40,6.69,US,1712352183
213,hallsberg,59.0657,15.1117,2.05,95,100,3.09,SE,1712352297
214,crane,31.3974,-102.3501,28.55,13,53,12.03,US,1712352298
215,hamilton,39.1834,-84.5333,8.69,68,100,6.17,US,1712352098
216,shingu,33.7333,135.9833,12.87,94,96,1.87,JP,1712352299
217,george town,5.4112,100.3354,29.97,83,20,1.54,MY,1712352222
218,poplar bluff,36.757,-90.3929,17.85,35,0,2.06,US,1712352299
219,hithadhoo,-0.6,73.0833,27.01,83,100,4.89,MV,1712352300
220,labytnangi,66.6572,66.4183,-18.12,77,8,6.66,RU,1712352300
221,olyokminsk,60.3736,120.4264,-17.35,94,100,1.76,RU,1712352301
222,sinabang,2.4803,96.3801,26.51,84,94,0.71,ID,1712352301
223,mermoz boabab,14.7065,-17.4758,21.31,88,0,5.14,SN,1712352302
224,mugia,43.1041,-9.2179,20.51,60,100,15.11,ES,1712352302
225,northam,51.0333,-4.2167,12.92,93,100,10.87,GB,1712352302
226,fortaleza,-3.7227,-38.5247,29.56,79,20,2.06,BR,1712352205
227,las tablas,7.7667,-80.2833,32.32,99,95,4.88,PA,1712352303
228,la passe,45.5549,-0.8967,20.13,75,87,9.14,FR,1712352303
229,verkhniy tagil,57.3733,59.9556,2.21,97,100,3.18,RU,1712352304
230,tobruk,32.0836,23.9764,17.03,81,0,6.39,LY,1712352304
231,phongsali,21.6833,102.1058,17.68,43,0,0.79,LA,1712352033
232,n'zeto,-7.2312,12.8666,27.07,87,68,2.55,AO,1712352305
233,floro,61.5996,5.0328,2.98,65,94,3.09,NO,1712352305
234,mchinji,-13.7984,32.8802,18.71,96,74,1.68,MW,1712352305
235,roma,43.2128,-75.4557,5.62,75,100,9.26,US,1712352053
236,puerto carreno,6.189,-67.4859,28.99,74,40,1.54,CO,1712352306
237,kingston,17.997,-76.7936,30.65,72,20,9.26,JM,1712352129
238,igrim,63.1906,64.4162,-12.66,83,19,2.91,RU,1712352307
239,manaure,11.7751,-72.4445,33.98,48,28,7.19,CO,1712352307
240,fort mcmurray,56.7268,-111.381,0.77,93,100,3.09,CA,1712352135
241,mount gambier,-37.8333,140.7667,10.33,96,45,1.72,AU,1712352308
242,parun,35.4207,70.9221,-7.61,78,11,6.35,AF,1712352308
243,ballycastle,55.2044,-6.243,13.08,71,100,7.17,GB,1712352308
244,saint-pierre,-21.3393,55.4781,25.82,83,75,1.03,RE,1712352309
245,nizhniy kuranakh,58.8353,125.4869,-15.2,98,100,1.33,RU,1712352309
246,mocimboa,-11.3167,40.35,25.47,93,87,2.2,MZ,1712352310
247,whangarei,-35.7317,174.3239,14.85,85,63,0.43,NZ,1712352310
248,port isabel,26.0734,-97.2086,28.04,57,0,9.77,US,1712352310
249,cockburn town,21.4612,-71.1419,26.98,74,20,3.09,TC,1712352311
250,kolonia,50.9333,6.95,17.36,75,0,4.63,DE,1712352096
251,korla,41.7597,86.1469,9.68,38,32,4.88,CN,1712352311
252,nyurba,63.2842,118.3319,-24.05,100,100,1.47,RU,1712352312
253,pueblo nuevo,23.3833,-105.3833,19.28,7,28,4.0,MX,1712352312
254,nanyuki,0.0167,37.0728,15.11,94,94,2.44,KE,1712352312
255,tralee,52.2704,-9.7026,12.41,94,100,5.88,IE,1712352313
256,nikol'sk,53.7189,46.0712,1.39,93,100,5.84,RU,1712352313
257,shahr-e kord,32.3256,50.8644,3.87,52,0,1.03,IR,1712352313
258,dalnegorsk,44.5604,135.5701,3.11,55,0,1.34,RU,1712352313
259,skowhegan,44.7651,-69.7192,3.97,92,100,2.67,US,1712352314
260,aldama,22.9167,-98.0667,30.83,35,0,6.99,MX,1712352314
261,cidreira,-30.1811,-50.2056,21.43,68,81,4.77,BR,1712352314
262,ketchikan,55.3422,-131.6461,5.99,87,100,5.14,US,1712352315
263,boguchany,58.3814,97.4531,-2.3,98,100,0.45,RU,1712352315
264,holualoa,19.6228,-155.9522,24.91,80,0,4.63,US,1712352316
265,rosarito,32.3333,-117.0333,14.51,63,78,8.75,MX,1712352284
266,sittwe,20.15,92.9,26.06,85,0,0.31,MM,1712352316
